Name,LB,SMI,Atomic_Symbol,DFT_BF3_Affinity,Atomic_Number,Degree,Free_SASA,Atomic_Charge,Radial_Charge_1,Radial_Charge_2,Radial_Charge_3,Radial_Charge_4,Radial_Charge_5,Radial_Charge_6,Radial_Charge_7,Radial_Charge_8,Radial_Charge_9,nBase,nAromAtom,nAromBond,nAtom,nHeavyAtom,nHetero,nH,nC,nN,nO,nS,nP,nF,nCl,nBr,nX,nBonds,nBondsO,nBondsS,nBondsD,nBondsT,nBondsA,nBondsM,nBondsKS,nBondsKD,C1SP1,C1SP2,C2SP2,C3SP2,C1SP3,C2SP3,C3SP3,C4SP3,FCSP3,SZ,Sm,Sv,Sse,Spe,Sare,Sp,Si,MZ,Mm,Mv,Mse,Mpe,Mare,Mp,Mi,fragCpx,fMF,nHBAcc,nHBDon,apol,bpol,nRing,n5Ring,n6Ring,nHRing,n5HRing,n6HRing,naRing,n6aRing,naHRing,n6aHRing,nARing,n5ARing,n6ARing,nAHRing,n5AHRing,n6AHRing,nFRing,nFARing,nRot,RotRatio,SLogP,SMR,Vabc,MW,AMW
295_O4,295,C1C(OC(CO1)O)[N+](=O)[O-],O,27.3097585,8,1,17.05053768,-0.26172,-0.20647,-0.12762,-0.11768,-0.16493,-0.3376,0,0,0,0,0,0,0,17,10,6,7,4,1,5,0,0,0,0,0,0,17,10,16,1,0,0,1,16,1,0,0,0,0,4,0,0,0,1,13,12.41378736,10.2283564,18.42388929,17.97647059,18.388,9.854820958,19.79118238,0.764705882,0.730222786,0.601668024,1.083758194,1.057439446,1.081647059,0.57969535,1.164187199,10.06,0.352941176,5,1,16.457551,11.660449,1,0,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0.1,-1.0456,28.6932,117.6953773,149.0324223,8.766613078
295_O5,295,C1C(OC(CO1)O)[N+](=O)[O-],O,29.5099275,8,1,16.93912468,-0.26172,-0.20647,-0.12762,-0.11768,-0.16493,-0.3376,0,0,0,0,0,0,0,17,10,6,7,4,1,5,0,0,0,0,0,0,17,10,16,1,0,0,1,16,1,0,0,0,0,4,0,0,0,1,13,12.41378736,10.2283564,18.42388929,17.97647059,18.388,9.854820958,19.79118238,0.764705882,0.730222786,0.601668024,1.083758194,1.057439446,1.081647059,0.57969535,1.164187199,10.06,0.352941176,5,1,16.457551,11.660449,1,0,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0.1,-1.0456,28.6932,117.6953773,149.0324223,8.766613078
296_N1,296,C1=CC(=CN=C1)CC(=O)C=O,N,123.615724,7,2,11.25045929,-0.26443,-0.20729,-0.10434,-0.05561,0.28659,0.1813,0,0,0,0,0,6,6,18,11,3,7,8,1,2,0,0,0,0,0,0,18,11,10,2,0,6,8,13,5,0,3,3,1,0,1,0,0,0.125,13,12.41770044,12.08395909,18.43190095,17.92941176,18.188,12.4141024,20.16302416,0.722222222,0.689872247,0.67133106,1.023994497,0.996078431,1.010444444,0.689672355,1.120168009,11.03,0.333333333,3,0,20.731551,9.898449,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,3,0.272727273,0.3921,39.012,139.0628016,149.0476785,8.280426581
296_O1,296,C1=CC(=CN=C1)CC(=O)C=O,O,40.571159,8,1,17.17258369,-0.29084,-0.09175,0.13414,0.01147,-0.01365,-0.17464,-0.08398,0,0,0,0,6,6,18,11,3,7,8,1,2,0,0,0,0,0,0,18,11,10,2,0,6,8,13,5,0,3,3,1,0,1,0,0,0.125,13,12.41770044,12.08395909,18.43190095,17.92941176,18.188,12.4141024,20.16302416,0.722222222,0.689872247,0.67133106,1.023994497,0.996078431,1.010444444,0.689672355,1.120168009,11.03,0.333333333,3,0,20.731551,9.898449,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,3,0.272727273,0.3921,39.012,139.0628016,149.0476785,8.280426581
296_O2,296,C1=CC(=CN=C1)CC(=O)C=O,O,33.666094,8,1,17.08290568,-0.2946,-0.10904,0.20334,-0.04716,0.01147,-0.01365,-0.17464,-0.08398,0,0,0,6,6,18,11,3,7,8,1,2,0,0,0,0,0,0,18,11,10,2,0,6,8,13,5,0,3,3,1,0,1,0,0,0.125,13,12.41770044,12.08395909,18.43190095,17.92941176,18.188,12.4141024,20.16302416,0.722222222,0.689872247,0.67133106,1.023994497,0.996078431,1.010444444,0.689672355,1.120168009,11.03,0.333333333,3,0,20.731551,9.898449,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,3,0.272727273,0.3921,39.012,139.0628016,149.0476785,8.280426581
297_O1,297,CC1CC(=O)C=C(C1C)C#N,O,67.3853905,8,1,16.97693784,-0.29482,-0.13834,-0.12994,0.01422,0.07311,-0.07107,0,0,0,0,0,0,0,22,11,2,11,9,1,1,0,0,0,0,0,0,22,11,19,2,1,0,3,19,2,1,0,2,1,2,1,2,0,0.555555556,13.33333333,12.42136375,13.45281559,21.87691187,21.03137255,21.308,14.53097186,24.78421738,0.606060606,0.564607443,0.611491618,0.994405085,0.95597148,0.968545455,0.660498721,1.126555336,11.02,0.272727273,2,0,24.266723,12.473277,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1.68138,41.648,161.1050188,149.084064,6.776548362
297_N1,297,CC1CC(=O)C=C(C1C)C#N,N,43.1494,7,1,17.44233559,-0.19278,-0.0977,-0.06157,-0.07237,0.10005,-0.14069,0,0,0,0,0,0,0,22,11,2,11,9,1,1,0,0,0,0,0,0,22,11,19,2,1,0,3,19,2,1,0,2,1,2,1,2,0,0.555555556,13.33333333,12.42136375,13.45281559,21.87691187,21.03137255,21.308,14.53097186,24.78421738,0.606060606,0.564607443,0.611491618,0.994405085,0.95597148,0.968545455,0.660498721,1.126555336,11.02,0.272727273,2,0,24.266723,12.473277,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1.68138,41.648,161.1050188,149.084064,6.776548362
298_O1,298,CC1CC(=O)C(=CC1C)C#N,O,42.802834,8,1,17.34029203,-0.29339,-0.12055,-0.01458,0.06788,-0.11696,-0.07094,0,0,0,0,0,0,0,22,11,2,11,9,1,1,0,0,0,0,0,0,22,11,19,2,1,0,3,19,2,1,0,2,1,2,1,2,0,0.555555556,13.33333333,12.42136375,13.45281559,21.87691187,21.03137255,21.308,14.53097186,24.78421738,0.606060606,0.564607443,0.611491618,0.994405085,0.95597148,0.968545455,0.660498721,1.126555336,11.02,0.272727273,2,0,24.266723,12.473277,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1.68138,41.648,161.1050188,149.084064,6.776548362
298_N1,298,CC1CC(=O)C(=CC1C)C#N,N,52.5408135,7,1,17.32954095,-0.19231,-0.08977,0.0015,0.11441,-0.12634,-0.11051,-0.07006,0,0,0,0,0,0,22,11,2,11,9,1,1,0,0,0,0,0,0,22,11,19,2,1,0,3,19,2,1,0,2,1,2,1,2,0,0.555555556,13.33333333,12.42136375,13.45281559,21.87691187,21.03137255,21.308,14.53097186,24.78421738,0.606060606,0.564607443,0.611491618,0.994405085,0.95597148,0.968545455,0.660498721,1.126555336,11.02,0.272727273,2,0,24.266723,12.473277,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1.68138,41.648,161.1050188,149.084064,6.776548362
299_O1,299,CC1CCC=C(C1=O)CC#N,O,75.3144005,8,1,16.14103227,-0.29422,-0.13233,-0.10737,-0.17745,0.13595,0,0,0,0,0,0,0,0,22,11,2,11,9,1,1,0,0,0,0,0,0,22,11,19,2,1,0,3,19,2,1,0,2,1,1,3,1,0,0.555555556,13.33333333,12.42136375,13.45281559,21.87691187,21.03137255,21.308,14.53097186,24.78421738,0.606060606,0.564607443,0.611491618,0.994405085,0.95597148,0.968545455,0.660498721,1.126555336,11.02,0.272727273,2,0,24.266723,12.473277,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.090909091,1.82548,41.718,161.1050188,149.084064,6.776548362
299_N1,299,CC1CCC=C(C1=O)CC#N,N,54.5309425,7,1,17.51938146,-0.19797,-0.13093,-0.06761,0.0331,0.1183,-0.13204,-0.12673,0,0,0,0,0,0,22,11,2,11,9,1,1,0,0,0,0,0,0,22,11,19,2,1,0,3,19,2,1,0,2,1,1,3,1,0,0.555555556,13.33333333,12.42136375,13.45281559,21.87691187,21.03137255,21.308,14.53097186,24.78421738,0.606060606,0.564607443,0.611491618,0.994405085,0.95597148,0.968545455,0.660498721,1.126555336,11.02,0.272727273,2,0,24.266723,12.473277,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.090909091,1.82548,41.718,161.1050188,149.084064,6.776548362
300_N1,300,CCCN(CC)C(=O)Cl,N,-17.111076,7,3,5.611936943,-0.32952,0.0265,-0.1365,-0.0693,0,0,0,0,0,0,0,0,0,21,9,3,12,6,1,1,0,0,0,1,0,1,20,8,19,1,0,0,1,19,1,0,0,0,0,4,1,0,0,0.833333333,13.33333333,12.45674798,11.81458539,21.08630736,20.13333333,20.32,13.23563832,24.14348605,0.634920635,0.593178475,0.562599304,1.004109874,0.958730159,0.967619048,0.630268492,1.149689812,8.03,0,1,0,22.103516,15.126484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.375,2.0771,38.787,144.6939669,149.0607417,7.098130556
300_O1,300,CCCN(CC)C(=O)Cl,O,60.8636485,8,1,15.84462975,-0.25543,0.06044,-0.2881,-0.24793,-0.1365,-0.0693,0,0,0,0,0,0,0,21,9,3,12,6,1,1,0,0,0,1,0,1,20,8,19,1,0,0,1,19,1,0,0,0,0,4,1,0,0,0.833333333,13.33333333,12.45674798,11.81458539,21.08630736,20.13333333,20.32,13.23563832,24.14348605,0.634920635,0.593178475,0.562599304,1.004109874,0.958730159,0.967619048,0.630268492,1.149689812,8.03,0,1,0,22.103516,15.126484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.375,2.0771,38.787,144.6939669,149.0607417,7.098130556
301_N1,301,CCCCN(C)C(=O)Cl,N,17.1858305,7,3,5.032815226,-0.33229,0.01495,-0.05909,-0.05666,-0.06911,0,0,0,0,0,0,0,0,21,9,3,12,6,1,1,0,0,0,1,0,1,20,8,19,1,0,0,1,19,1,0,0,0,0,2,2,0,0,0.833333333,13.33333333,12.45674798,11.81458539,21.08630736,20.13333333,20.32,13.23563832,24.14348605,0.634920635,0.593178475,0.562599304,1.004109874,0.958730159,0.967619048,0.630268492,1.149689812,8.03,0,1,0,22.103516,15.126484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.375,2.0771,38.787,144.6939669,149.0607417,7.098130556
301_O1,301,CCCCN(C)C(=O)Cl,O,63.2843595,8,1,15.88493656,-0.25544,0.06018,-0.29114,-0.2595,-0.05909,-0.05666,-0.06911,0,0,0,0,0,0,21,9,3,12,6,1,1,0,0,0,1,0,1,20,8,19,1,0,0,1,19,1,0,0,0,0,2,2,0,0,0.833333333,13.33333333,12.45674798,11.81458539,21.08630736,20.13333333,20.32,13.23563832,24.14348605,0.634920635,0.593178475,0.562599304,1.004109874,0.958730159,0.967619048,0.630268492,1.149689812,8.03,0,1,0,22.103516,15.126484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.375,2.0771,38.787,144.6939669,149.0607417,7.098130556
302_N1,302,CCC1=NC=CC(=C1)N(C)C,N,143.1520695,7,2,11.02806842,-0.26117,-0.18995,-0.15653,0.02146,-0.28582,-0.2736,0,0,0,0,0,6,6,25,11,2,14,9,2,0,0,0,0,0,0,0,25,11,19,0,0,6,6,22,3,0,1,4,0,1,1,0,0,0.444444444,13.66666667,12.50728499,14.30872176,24.54115076,23.4627451,23.776,15.90724671,28.48850404,0.546666667,0.5002914,0.57234887,0.981646031,0.938509804,0.95104,0.636289868,1.139540161,11.02,0.24,2,0,26.565102,16.894898,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,2,0.181818182,1.71,47.942,155.0480114,150.1156984,6.004627938
302_N2,302,CCC1=NC=CC(=C1)N(C)C,N,80.6809225,7,3,5.198407327,-0.37756,-0.32592,-0.08978,0.11394,-0.07635,-0.07028,0,0,0,0,0,6,6,25,11,2,14,9,2,0,0,0,0,0,0,0,25,11,19,0,0,6,6,22,3,0,1,4,0,1,1,0,0,0.444444444,13.66666667,12.50728499,14.30872176,24.54115076,23.4627451,23.776,15.90724671,28.48850404,0.546666667,0.5002914,0.57234887,0.981646031,0.938509804,0.95104,0.636289868,1.139540161,11.02,0.24,2,0,26.565102,16.894898,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,2,0.181818182,1.71,47.942,155.0480114,150.1156984,6.004627938
303_N1,303,C[N+](C)(C)N=C(CCl)[O-],N,88.192478,7,2,10.48790171,-0.10264,-0.27266,-0.79725,0,0,0,0,0,0,0,1,0,0,20,9,4,11,5,2,1,0,0,0,1,0,1,19,8,18,1,0,0,1,18,1,0,1,0,0,1,0,0,0,0.8,13.33333333,12.53900591,11.30163505,20.30553532,19.4627451,19.668,12.49504371,23.22657949,0.666666667,0.626950296,0.565081752,1.015276766,0.973137255,0.9834,0.624752186,1.161328974,8.04,0,2,0,20.866723,14.693277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.25,-0.3948,36.1874,138.3947423,150.0559907,7.502799533
303_O1,303,C[N+](C)(C)N=C(CCl)[O-],O,124.5399,8,1,14.86476681,-0.85725,-0.8213,-0.86812,-1.0968,-0.81996,0,0,0,0,0,1,0,0,20,9,4,11,5,2,1,0,0,0,1,0,1,19,8,18,1,0,0,1,18,1,0,1,0,0,1,0,0,0,0.8,13.33333333,12.53900591,11.30163505,20.30553532,19.4627451,19.668,12.49504371,23.22657949,0.666666667,0.626950296,0.565081752,1.015276766,0.973137255,0.9834,0.624752186,1.161328974,8.04,0,2,0,20.866723,14.693277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.25,-0.3948,36.1874,138.3947423,150.0559907,7.502799533
304_O1,304,COC(C=O)C1=CN=CC=C1,O,45.6409995,8,2,10.65769403,-0.36917,-0.19352,0.19831,-0.01405,-0.17464,-0.08398,0,0,0,0,0,6,6,20,11,3,9,8,1,2,0,0,0,0,0,0,20,11,13,1,0,6,7,16,4,0,3,2,1,0,1,0,0,0.25,13.33333333,12.58554658,12.62578689,20.3197378,19.65490196,19.948,13.21265689,22.57831381,0.666666667,0.629277329,0.631289345,1.01598689,0.982745098,0.9974,0.660632844,1.128915691,11.03,0.3,3,0,22.065137,12.772863,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,3,0.272727273,0.968,40.051,141.6992605,151.0633285,7.553166426
304_O2,304,COC(C=O)C1=CN=CC=C1,O,49.424345,8,1,16.54221093,-0.30006,-0.14719,0.09917,-0.19013,-0.17314,-0.17464,-0.08398,0,0,0,0,6,6,20,11,3,9,8,1,2,0,0,0,0,0,0,20,11,13,1,0,6,7,16,4,0,3,2,1,0,1,0,0,0.25,13.33333333,12.58554658,12.62578689,20.3197378,19.65490196,19.948,13.21265689,22.57831381,0.666666667,0.629277329,0.631289345,1.01598689,0.982745098,0.9974,0.660632844,1.128915691,11.03,0.3,3,0,22.065137,12.772863,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,3,0.272727273,0.968,40.051,141.6992605,151.0633285,7.553166426
304_N1,304,COC(C=O)C1=CN=CC=C1,N,122.4211215,7,2,11.31188325,-0.26433,-0.20458,-0.07343,0.07632,-0.00353,-0.15909,0,0,0,0,0,6,6,20,11,3,9,8,1,2,0,0,0,0,0,0,20,11,13,1,0,6,7,16,4,0,3,2,1,0,1,0,0,0.25,13.33333333,12.58554658,12.62578689,20.3197378,19.65490196,19.948,13.21265689,22.57831381,0.666666667,0.629277329,0.631289345,1.01598689,0.982745098,0.9974,0.660632844,1.128915691,11.03,0.3,3,0,22.065137,12.772863,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,3,0.272727273,0.968,40.051,141.6992605,151.0633285,7.553166426
305_O1,305,C1C(OCO1)C2=CC=CC=N2,O,63.717567,8,2,10.31871807,-0.34347,-0.07048,-0.02289,-0.19915,-0.16649,-0.0639,0,0,0,0,0,6,6,20,11,3,9,8,1,2,0,0,0,0,0,0,21,12,15,0,0,6,6,18,3,0,1,4,0,1,1,0,0,0.375,13.33333333,12.58554658,12.62578689,20.3197378,19.65490196,19.948,13.21265689,22.57831381,0.666666667,0.629277329,0.631289345,1.01598689,0.982745098,0.9974,0.660632844,1.128915691,34.03,0.55,3,0,22.065137,13.640863,2,1,1,2,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0.083333333,1.127,38.882,131.9792605,151.0633285,7.553166426
305_O2,305,C1C(OCO1)C2=CC=CC=N2,O,59.3986195,8,2,11.15387334,-0.35227,-0.12331,-0.04439,0.09705,-0.19915,-0.16649,-0.0639,0,0,0,0,6,6,20,11,3,9,8,1,2,0,0,0,0,0,0,21,12,15,0,0,6,6,18,3,0,1,4,0,1,1,0,0,0.375,13.33333333,12.58554658,12.62578689,20.3197378,19.65490196,19.948,13.21265689,22.57831381,0.666666667,0.629277329,0.631289345,1.01598689,0.982745098,0.9974,0.660632844,1.128915691,34.03,0.55,3,0,22.065137,13.640863,2,1,1,2,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0.083333333,1.127,38.882,131.9792605,151.0633285,7.553166426
305_N1,305,C1C(OCO1)C2=CC=CC=N2,N,118.422485,7,2,11.7419524,-0.25844,-0.15958,-0.03155,-0.15431,-0.17685,0,0,0,0,0,0,6,6,20,11,3,9,8,1,2,0,0,0,0,0,0,21,12,15,0,0,6,6,18,3,0,1,4,0,1,1,0,0,0.375,13.33333333,12.58554658,12.62578689,20.3197378,19.65490196,19.948,13.21265689,22.57831381,0.666666667,0.629277329,0.631289345,1.01598689,0.982745098,0.9974,0.660632844,1.128915691,34.03,0.55,3,0,22.065137,13.640863,2,1,1,2,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0.083333333,1.127,38.882,131.9792605,151.0633285,7.553166426
306_O1,306,CCC1CCC(=O)C(C1)C#N,O,59.2725955,8,1,16.62844975,-0.29823,-0.14872,-0.03601,0.09048,-0.03442,-0.05733,-0.06914,0,0,0,0,0,0,24,11,2,13,9,1,1,0,0,0,0,0,0,24,11,22,1,1,0,2,22,1,1,0,1,0,1,4,2,0,0.777777778,13.66666667,12.58920989,13.9946434,23.76474873,22.75686275,23.068,15.32952635,27.19950703,0.569444444,0.524550412,0.583110141,0.990197864,0.948202614,0.961166667,0.638730264,1.133312793,11.02,0.25,2,0,25.600309,14.479691,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.090909091,1.90538,41.742,163.7414777,151.099714,6.295821418
306_N1,306,CCC1CCC(=O)C(C1)C#N,N,49.9415685,7,1,17.44650939,-0.19754,-0.12404,-0.01907,0.15743,-0.11519,-0.11209,-0.06914,0,0,0,0,0,0,24,11,2,13,9,1,1,0,0,0,0,0,0,24,11,22,1,1,0,2,22,1,1,0,1,0,1,4,2,0,0.777777778,13.66666667,12.58920989,13.9946434,23.76474873,22.75686275,23.068,15.32952635,27.19950703,0.569444444,0.524550412,0.583110141,0.990197864,0.948202614,0.961166667,0.638730264,1.133312793,11.02,0.25,2,0,25.600309,14.479691,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.090909091,1.90538,41.742,163.7414777,151.099714,6.295821418
307_O1,307,COCCCC1=CN=CC=C1,O,73.699718,8,2,9.991943559,-0.38468,-0.30273,-0.05599,-0.02146,0.01245,-0.01359,-0.17464,-0.08398,0,0,0,6,6,24,11,2,13,9,1,1,0,0,0,0,0,0,24,11,18,0,0,6,6,21,3,0,2,2,1,1,2,0,0,0.444444444,13.66666667,12.58920989,13.9946434,23.76474873,22.75686275,23.068,15.32952635,27.19950703,0.569444444,0.524550412,0.583110141,0.990197864,0.948202614,0.961166667,0.638730264,1.133312793,11.02,0.25,2,0,25.600309,15.917691,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,4,0.363636364,1.6606,44.434,152.8414777,151.099714,6.295821418
307_N1,307,COCCCC1=CN=CC=C1,N,127.7403845,7,2,11.44656296,-0.26445,-0.20776,-0.11261,-0.12885,-0.02821,0.07699,-0.19439,-0.15893,0,0,0,6,6,24,11,2,13,9,1,1,0,0,0,0,0,0,24,11,18,0,0,6,6,21,3,0,2,2,1,1,2,0,0,0.444444444,13.66666667,12.58920989,13.9946434,23.76474873,22.75686275,23.068,15.32952635,27.19950703,0.569444444,0.524550412,0.583110141,0.990197864,0.948202614,0.961166667,0.638730264,1.133312793,11.02,0.25,2,0,25.600309,15.917691,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,4,0.363636364,1.6606,44.434,152.8414777,151.099714,6.295821418
308_O1,308,CC1CCC=C(C1=O)C(=O)C,O,64.31093,8,1,15.13886007,-0.29376,-0.12535,-0.04887,-0.01305,-0.15624,0,0,0,0,0,0,0,0,23,11,2,12,9,0,2,0,0,0,0,0,0,23,11,20,3,0,0,3,20,3,0,0,3,1,2,2,1,0,0.555555556,13.66666667,12.67113479,13.68056503,22.98834669,22.05098039,22.36,14.75180599,25.91051002,0.594202899,0.550918904,0.594807175,0.999493334,0.958738278,0.972173913,0.641382869,1.126543914,11.02,0.260869565,2,0,24.635516,13.774484,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.090909091,1.5008,42.169,161.5349441,152.0837296,6.612336071
308_O2,308,CC1CCC=C(C1=O)C(=O)C,O,76.067919,8,1,15.94721972,-0.29438,-0.13183,-0.07605,0.11647,-0.13212,-0.12673,0,0,0,0,0,0,0,23,11,2,12,9,0,2,0,0,0,0,0,0,23,11,20,3,0,0,3,20,3,0,0,3,1,2,2,1,0,0.555555556,13.66666667,12.67113479,13.68056503,22.98834669,22.05098039,22.36,14.75180599,25.91051002,0.594202899,0.550918904,0.594807175,0.999493334,0.958738278,0.972173913,0.641382869,1.126543914,11.02,0.260869565,2,0,24.635516,13.774484,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.090909091,1.5008,42.169,161.5349441,152.0837296,6.612336071
309_N1,309,CN(C)S(=O)(=O)N(C)C,N,78.5490165,7,3,5.54113754,-0.19502,0.09134,-0.24961,-0.2437,0,0,0,0,0,0,0,0,0,21,9,5,12,4,2,2,1,0,0,0,0,0,20,8,18,2,0,0,2,18,2,0,0,0,0,0,0,0,0,1,13.66666667,12.67271668,11.38354692,21.39147851,20.44705882,20.792,12.8056982,24.41203396,0.650793651,0.603462699,0.542073663,1.018641834,0.973669468,0.990095238,0.609795153,1.162477808,8.05,0,2,0,21.385516,22.114484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.25,-0.6456,36.2938,135.8233994,152.0619486,7.241045173
309_O1,309,CN(C)S(=O)(=O)N(C)C,O,54.790867,8,1,17.7631879,-0.19482,0.08564,-0.49922,-0.48741,0,0,0,0,0,0,0,0,0,21,9,5,12,4,2,2,1,0,0,0,0,0,20,8,18,2,0,0,2,18,2,0,0,0,0,0,0,0,0,1,13.66666667,12.67271668,11.38354692,21.39147851,20.44705882,20.792,12.8056982,24.41203396,0.650793651,0.603462699,0.542073663,1.018641834,0.973669468,0.990095238,0.609795153,1.162477808,8.05,0,2,0,21.385516,22.114484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.25,-0.6456,36.2938,135.8233994,152.0619486,7.241045173
309_O2,309,CN(C)S(=O)(=O)N(C)C,O,54.811871,8,1,17.67794128,-0.19482,0.08564,-0.49922,-0.48741,0,0,0,0,0,0,0,0,0,21,9,5,12,4,2,2,1,0,0,0,0,0,20,8,18,2,0,0,2,18,2,0,0,0,0,0,0,0,0,1,13.66666667,12.67271668,11.38354692,21.39147851,20.44705882,20.792,12.8056982,24.41203396,0.650793651,0.603462699,0.542073663,1.018641834,0.973669468,0.990095238,0.609795153,1.162477808,8.05,0,2,0,21.385516,22.114484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.25,-0.6456,36.2938,135.8233994,152.0619486,7.241045173
309_N2,309,CN(C)S(=O)(=O)N(C)C,N,78.8273195,7,3,5.630911575,-0.19502,0.09134,-0.24961,-0.2437,0,0,0,0,0,0,0,0,0,21,9,5,12,4,2,2,1,0,0,0,0,0,20,8,18,2,0,0,2,18,2,0,0,0,0,0,0,0,0,1,13.66666667,12.67271668,11.38354692,21.39147851,20.44705882,20.792,12.8056982,24.41203396,0.650793651,0.603462699,0.542073663,1.018641834,0.973669468,0.990095238,0.609795153,1.162477808,8.05,0,2,0,21.385516,22.114484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.25,-0.6456,36.2938,135.8233994,152.0619486,7.241045173
310_N1,310,C1=CN=C(C=C1C#N)CCl,N,91.2459345,7,2,11.00153802,-0.25995,-0.17511,-0.07375,0.0932,0.19243,0,0,0,0,0,0,6,6,15,10,3,5,7,2,0,0,0,0,1,0,1,15,10,8,0,1,6,7,11,3,1,1,3,1,1,0,0,0,0.142857143,13,12.70343851,10.96135253,15.31136198,14.9372549,14.988,11.61914072,16.77132448,0.866666667,0.846895901,0.730756836,1.020757465,0.995816993,0.9992,0.774609381,1.118088298,10.03,0.4,2,0,19.403965,7.236035,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.1,1.69208,38.509,130.3941911,152.0141258,10.13427506
310_N2,310,C1=CN=C(C=C1C#N)CCl,N,39.6496085,7,1,17.44305125,-0.19243,-0.0932,-0.03784,-0.08525,0.13053,0.01935,0,0,0,0,0,6,6,15,10,3,5,7,2,0,0,0,0,1,0,1,15,10,8,0,1,6,7,11,3,1,1,3,1,1,0,0,0,0.142857143,13,12.70343851,10.96135253,15.31136198,14.9372549,14.988,11.61914072,16.77132448,0.866666667,0.846895901,0.730756836,1.020757465,0.995816993,0.9992,0.774609381,1.118088298,10.03,0.4,2,0,19.403965,7.236035,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.1,1.69208,38.509,130.3941911,152.0141258,10.13427506
311_N1,311,CC1=CC(=C(C=N1)Cl)C#N,N,95.087041,7,2,11.05863201,-0.25996,-0.17424,-0.05557,0.09156,0.19238,0,0,0,0,0,0,6,6,15,10,3,5,7,2,0,0,0,0,1,0,1,15,10,8,0,1,6,7,11,3,1,1,3,1,1,0,0,0,0.142857143,13,12.70343851,10.96135253,15.31136198,14.9372549,14.988,11.61914072,16.77132448,0.866666667,0.846895901,0.730756836,1.020757465,0.995816993,0.9992,0.774609381,1.118088298,10.03,0.4,2,0,19.403965,7.236035,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1.9151,38.699,130.3941911,152.0141258,10.13427506
311_N2,311,CC1=CC(=C(C=N1)Cl)C#N,N,39.069373,7,1,17.38128528,-0.19238,-0.09156,-0.01759,0.0376,0.10776,-0.08872,0,0,0,0,0,6,6,15,10,3,5,7,2,0,0,0,0,1,0,1,15,10,8,0,1,6,7,11,3,1,1,3,1,1,0,0,0,0.142857143,13,12.70343851,10.96135253,15.31136198,14.9372549,14.988,11.61914072,16.77132448,0.866666667,0.846895901,0.730756836,1.020757465,0.995816993,0.9992,0.774609381,1.118088298,10.03,0.4,2,0,19.403965,7.236035,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1.9151,38.699,130.3941911,152.0141258,10.13427506
