Name,LB,SMI,Atomic_Symbol,DFT_BF3_Affinity,Atomic_Number,Degree,Free_SASA,Atomic_Charge,Radial_Charge_1,Radial_Charge_2,Radial_Charge_3,Radial_Charge_4,Radial_Charge_5,Radial_Charge_6,Radial_Charge_7,Radial_Charge_8,Radial_Charge_9,nBase,nAromAtom,nAromBond,nAtom,nHeavyAtom,nHetero,nH,nC,nN,nO,nS,nP,nF,nCl,nBr,nX,nBonds,nBondsO,nBondsS,nBondsD,nBondsT,nBondsA,nBondsM,nBondsKS,nBondsKD,C1SP1,C1SP2,C2SP2,C3SP2,C1SP3,C2SP3,C3SP3,C4SP3,FCSP3,SZ,Sm,Sv,Sse,Spe,Sare,Sp,Si,MZ,Mm,Mv,Mse,Mpe,Mare,Mp,Mi,fragCpx,fMF,nHBAcc,nHBDon,apol,bpol,nRing,n5Ring,n6Ring,nHRing,n5HRing,n6HRing,naRing,n6aRing,naHRing,n6aHRing,nARing,n5ARing,n6ARing,nAHRing,n5AHRing,n6AHRing,nFRing,nFARing,nRot,RotRatio,SLogP,SMR,Vabc,MW,AMW
1_N1,1,C(#N)O,N,46.525793,7,1,17.39506713,-0.15042,0.13277,-0.31006,0,0,0,0,0,0,0,0,0,0,4,3,2,1,1,1,1,0,0,0,0,0,0,3,2,2,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,3.666666667,3.582133045,2.743676572,4.437727604,4.403921569,4.508,2.538199401,4.707769154,0.916666667,0.895533261,0.685919143,1.109431901,1.100980392,1.127,0.63454985,1.176942288,2.02,0,2,1,4.238793,1.573207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.16002,7.5488,40.36651383,43.00581365,10.75145341
1_O1,1,C(#N)O,O,-2.093216,8,2,10.97883187,-0.44283,0.15042,0,0,0,0,0,0,0,0,0,0,0,4,3,2,1,1,1,1,0,0,0,0,0,0,3,2,2,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,3.666666667,3.582133045,2.743676572,4.437727604,4.403921569,4.508,2.538199401,4.707769154,0.916666667,0.895533261,0.685919143,1.109431901,1.100980392,1.127,0.63454985,1.176942288,2.02,0,2,1,4.238793,1.573207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.16002,7.5488,40.36651383,43.00581365,10.75145341
2_O1,2,C(=O)N,O,87.698884,8,1,17.17094895,-0.27915,-0.07512,-0.31764,0,0,0,0,0,0,0,0,0,0,6,3,2,3,1,1,1,0,0,0,0,0,0,5,2,4,1,0,0,1,4,1,0,0,0,0,0,0,0,0,0,4,3.749979186,3.285504376,6.325564457,6.129411765,6.268,3.336753892,7.123058799,0.666666667,0.624996531,0.547584063,1.054260743,1.021568627,1.044666667,0.556125649,1.187176467,2.02,0,1,1,5.572379,3.307621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8985,10.2514,43.00297277,45.02146372,7.503577286
2_N1,2,C(=O)N,N,28.304823,7,3,3.743491685,-0.37226,0.1494,0,0,0,0,0,0,0,0,0,0,0,6,3,2,3,1,1,1,0,0,0,0,0,0,5,2,4,1,0,0,1,4,1,0,0,0,0,0,0,0,0,0,4,3.749979186,3.285504376,6.325564457,6.129411765,6.268,3.336753892,7.123058799,0.666666667,0.624996531,0.547584063,1.054260743,1.021568627,1.044666667,0.556125649,1.187176467,2.02,0,1,1,5.572379,3.307621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8985,10.2514,43.00297277,45.02146372,7.503577286
3_N1,3,C(#N)C#N,N,3.6750075,7,1,17.33122891,-0.18063,0,0.18063,0,0,0,0,0,0,0,0,0,0,4,4,2,0,2,2,0,0,0,0,0,0,0,3,3,1,0,2,0,2,1,0,2,0,0,0,0,0,0,0,0,4.333333333,4.332362001,3.515927132,4.32629279,4.384313725,4.456,3.317365269,4.581476515,1.083333333,1.0830905,0.878981783,1.081573197,1.096078431,1.114,0.829341317,1.145369129,3.02,0,2,0,5.54,1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03356,11.226,54.5961148,52.006148,13.001537
3_N2,3,C(#N)C#N,N,3.656629,7,1,17.33122854,-0.18063,0,0.18063,0,0,0,0,0,0,0,0,0,0,4,4,2,0,2,2,0,0,0,0,0,0,0,3,3,1,0,2,0,2,1,0,2,0,0,0,0,0,0,0,0,4.333333333,4.332362001,3.515927132,4.32629279,4.384313725,4.456,3.317365269,4.581476515,1.083333333,1.0830905,0.878981783,1.081573197,1.096078431,1.114,0.829341317,1.145369129,3.02,0,2,0,5.54,1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03356,11.226,54.5961148,52.006148,13.001537
4_O1,4,C(=O)C#N,O,12.289273,8,1,17.58974821,-0.28634,-0.06734,0.18951,0,0,0,0,0,0,0,0,0,0,5,4,2,1,2,1,1,0,0,0,0,0,0,4,3,2,1,1,0,2,2,1,1,1,0,0,0,0,0,0,0,4.666666667,4.582133045,3.743676572,5.437727604,5.403921569,5.508,3.538199401,5.707769154,0.933333333,0.916426609,0.748735314,1.087545521,1.080784314,1.1016,0.70763988,1.141553831,3.02,0,2,0,5.908793,2.441207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.29112,11.677,55.0260401,55.00581365,11.00116273
4_N1,4,C(=O)C#N,N,23.1194605,7,1,17.39630924,-0.18951,-0.05462,0.16438,0,0,0,0,0,0,0,0,0,0,5,4,2,1,2,1,1,0,0,0,0,0,0,4,3,2,1,1,0,2,2,1,1,1,0,0,0,0,0,0,0,4.666666667,4.582133045,3.743676572,5.437727604,5.403921569,5.508,3.538199401,5.707769154,0.933333333,0.916426609,0.748735314,1.087545521,1.080784314,1.1016,0.70763988,1.141553831,3.02,0,2,0,5.908793,2.441207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.29112,11.677,55.0260401,55.00581365,11.00116273
5_N1,5,CNC#N,N,32.678906,7,3,4.432748382,-0.32691,0.03442,0,0,0,0,0,0,0,0,0,0,0,8,4,2,4,2,2,0,0,0,0,0,0,0,7,3,6,0,1,0,1,6,0,0,0,0,0,0,0,0,0,0.5,5,4.668054284,4.59958274,8.101966497,7.835294118,7.976,4.914474251,9.412055807,0.625,0.583506785,0.574947842,1.012745812,0.979411765,0.997,0.614309281,1.176506976,3.02,0,2,1,8.207172,5.152828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.31312,14.6727,59.8690327,56.03744813,7.004681016
5_N2,5,CNC#N,N,66.810406,7,1,17.38162479,-0.17297,0.00274,-0.32416,-0.13855,0,0,0,0,0,0,0,0,0,8,4,2,4,2,2,0,0,0,0,0,0,0,7,3,6,0,1,0,1,6,0,0,0,0,0,0,0,0,0,0.5,5,4.668054284,4.59958274,8.101966497,7.835294118,7.976,4.914474251,9.412055807,0.625,0.583506785,0.574947842,1.012745812,0.979411765,0.997,0.614309281,1.176506976,3.02,0,2,1,8.207172,5.152828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.31312,14.6727,59.8690327,56.03744813,7.004681016
6_N1,6,C(C#N)O,N,42.5691645,7,1,17.36036351,-0.19576,-0.10536,0.02431,-0.21155,0,0,0,0,0,0,0,0,0,7,4,2,3,2,1,1,0,0,0,0,0,0,6,3,5,0,1,0,1,5,0,1,0,0,0,1,0,0,0,0.5,5,4.749979186,4.285504376,7.325564457,7.129411765,7.268,4.336753892,8.123058799,0.714285714,0.678568455,0.612214911,1.046509208,1.018487395,1.038285714,0.61953627,1.160436971,3.02,0,2,1,7.242379,3.579621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.49772,12.6988,57.66249905,57.02146372,8.145923388
6_O1,6,C(C#N)O,O,34.359226,8,2,10.40757693,-0.38141,-0.04018,0.19576,0,0,0,0,0,0,0,0,0,0,7,4,2,3,2,1,1,0,0,0,0,0,0,6,3,5,0,1,0,1,5,0,1,0,0,0,1,0,0,0,0.5,5,4.749979186,4.285504376,7.325564457,7.129411765,7.268,4.336753892,8.123058799,0.714285714,0.678568455,0.612214911,1.046509208,1.018487395,1.038285714,0.61953627,1.160436971,3.02,0,2,1,7.242379,3.579621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.49772,12.6988,57.66249905,57.02146372,8.145923388
7_O1,7,COC#N,O,2.317624,8,2,11.28988845,-0.43084,-0.05394,0,0,0,0,0,0,0,0,0,0,0,7,4,2,3,2,1,1,0,0,0,0,0,0,6,3,5,0,1,0,1,5,0,0,0,0,0,0,0,0,0,0.5,5,4.749979186,4.285504376,7.325564457,7.129411765,7.268,4.336753892,8.123058799,0.714285714,0.678568455,0.612214911,1.046509208,1.018487395,1.038285714,0.61953627,1.160436971,3.02,0,2,0,7.242379,5.315621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11388,12.622,57.66249905,57.02146372,8.145923388
7_N1,7,COC#N,N,52.7823595,7,1,17.46444846,-0.15025,0.13526,-0.29558,-0.2042,0,0,0,0,0,0,0,0,0,7,4,2,3,2,1,1,0,0,0,0,0,0,6,3,5,0,1,0,1,5,0,0,0,0,0,0,0,0,0,0.5,5,4.749979186,4.285504376,7.325564457,7.129411765,7.268,4.336753892,8.123058799,0.714285714,0.678568455,0.612214911,1.046509208,1.018487395,1.038285714,0.61953627,1.160436971,3.02,0,2,0,7.242379,5.315621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11388,12.622,57.66249905,57.02146372,8.145923388
8_O1,8,C(=O)C=O,O,22.1270215,8,1,17.19452987,-0.29493,-0.11295,0.18198,0,0,0,0,0,0,0,0,0,0,6,4,2,2,2,0,2,0,0,0,0,0,0,5,3,3,2,0,0,2,3,2,0,2,0,0,0,0,0,0,0,5,4.831904088,3.971426013,6.549162418,6.423529412,6.56,3.759033533,6.834061792,0.833333333,0.805317348,0.661904335,1.09152707,1.070588235,1.093333333,0.626505589,1.139010299,3.02,0,2,0,6.277586,3.742414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.333333333,-0.6158,12.128,55.4559654,58.0054793,9.667579884
8_O2,8,C(=O)C=O,O,30.2030595,8,1,17.19457104,-0.29493,-0.11295,0.18198,0,0,0,0,0,0,0,0,0,0,6,4,2,2,2,0,2,0,0,0,0,0,0,5,3,3,2,0,0,2,3,2,0,2,0,0,0,0,0,0,0,5,4.831904088,3.971426013,6.549162418,6.423529412,6.56,3.759033533,6.834061792,0.833333333,0.805317348,0.661904335,1.09152707,1.070588235,1.093333333,0.626505589,1.139010299,3.02,0,2,0,6.277586,3.742414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.333333333,-0.6158,12.128,55.4559654,58.0054793,9.667579884
9_N1,9,CNC=O,N,32.8915715,7,3,3.977639232,-0.36175,0.01267,0,0,0,0,0,0,0,0,0,0,0,9,4,2,5,2,1,1,0,0,0,0,0,0,8,3,7,1,0,0,1,7,1,0,0,0,0,0,0,0,0,0.5,5.333333333,4.917825327,4.82733218,9.213401311,8.854901961,9.028,5.135308383,10.53834845,0.592592593,0.546425036,0.536370242,1.023711257,0.983877996,1.003111111,0.57058982,1.170927605,3.02,0,1,1,8.575965,6.454035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.333333333,-0.6378,15.1237,60.298958,59.03711378,6.559679309
9_O1,9,CNC=O,O,93.527494,8,1,16.71599561,-0.27893,-0.07256,-0.30435,-0.1363,0,0,0,0,0,0,0,0,0,9,4,2,5,2,1,1,0,0,0,0,0,0,8,3,7,1,0,0,1,7,1,0,0,0,0,0,0,0,0,0.5,5.333333333,4.917825327,4.82733218,9.213401311,8.854901961,9.028,5.135308383,10.53834845,0.592592593,0.546425036,0.536370242,1.023711257,0.983877996,1.003111111,0.57058982,1.170927605,3.02,0,1,1,8.575965,6.454035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.333333333,-0.6378,15.1237,60.298958,59.03711378,6.559679309
10_O1,10,C(C=O)O,O,54.4836835,8,1,17.20411293,-0.3008,-0.15593,0.0495,-0.21066,0,0,0,0,0,0,0,0,0,8,4,2,4,2,0,2,0,0,0,0,0,0,7,3,6,1,0,0,1,6,1,0,1,0,0,1,0,0,0,0.5,5.333333333,4.999750229,4.513253816,8.436999272,8.149019608,8.32,4.557588024,9.249351438,0.666666667,0.624968779,0.564156727,1.054624909,1.018627451,1.04,0.569698503,1.15616893,3.02,0,2,1,7.611172,4.880828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.333333333,-0.8224,13.1498,58.09242435,60.02112937,7.502641171
10_O2,10,C(C=O)O,O,57.2089525,8,2,10.38358625,-0.3889,-0.07967,0.19394,0,0,0,0,0,0,0,0,0,0,8,4,2,4,2,0,2,0,0,0,0,0,0,7,3,6,1,0,0,1,6,1,0,1,0,0,1,0,0,0,0.5,5.333333333,4.999750229,4.513253816,8.436999272,8.149019608,8.32,4.557588024,9.249351438,0.666666667,0.624968779,0.564156727,1.054624909,1.018627451,1.04,0.569698503,1.15616893,3.02,0,2,1,7.611172,4.880828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.333333333,-0.8224,13.1498,58.09242435,60.02112937,7.502641171
11_O1,11,C[N+](=O)[O-],O,27.800727,8,1,17.08557826,-0.26484,-0.24855,-0.31939,0,0,0,0,0,0,0,0,0,0,7,4,3,3,1,1,2,0,0,0,0,0,0,6,3,5,1,0,0,1,5,1,0,0,0,0,0,0,0,0,1,5.333333333,5.082008159,4.000303481,7.65622724,7.478431373,7.668,3.816993413,8.332444873,0.761904762,0.726001166,0.571471926,1.093746749,1.068347339,1.095428571,0.545284773,1.190349268,3.03,0,2,0,6.374379,4.175621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1071,12.9184,51.79319972,61.01637834,8.716625477
11_O2,11,C[N+](=O)[O-],O,30.2555695,8,1,17.13946338,-0.26484,-0.24855,-0.31939,0,0,0,0,0,0,0,0,0,0,7,4,3,3,1,1,2,0,0,0,0,0,0,6,3,5,1,0,0,1,5,1,0,0,0,0,0,0,0,0,1,5.333333333,5.082008159,4.000303481,7.65622724,7.478431373,7.668,3.816993413,8.332444873,0.761904762,0.726001166,0.571471926,1.093746749,1.068347339,1.095428571,0.545284773,1.190349268,3.03,0,2,0,6.374379,4.175621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1071,12.9184,51.79319972,61.01637834,8.716625477
12_P1,12,CP=O,P,7.7340305,15,2,15.39167908,0.15128,-0.10719,0,0,0,0,0,0,0,0,0,0,0,6,3,2,3,1,0,1,0,1,0,0,0,0,5,2,4,1,0,0,1,4,1,0,0,0,0,0,0,0,0,1,5.333333333,5.162581134,3.714595563,6.078295703,5.796078431,5.864,4.851723952,6.76361811,0.888888889,0.860430189,0.61909926,1.013049284,0.966013072,0.977333333,0.808620659,1.127269685,2.02,0,1,0,8.102379,7.797621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9079,13.5305,51.83346612,61.99215135,10.33202522
12_O1,12,CP=O,O,63.328993,8,1,19.38357141,-0.27529,-0.124,-0.10719,0,0,0,0,0,0,0,0,0,0,6,3,2,3,1,0,1,0,1,0,0,0,0,5,2,4,1,0,0,1,4,1,0,0,0,0,0,0,0,0,1,5.333333333,5.162581134,3.714595563,6.078295703,5.796078431,5.864,4.851723952,6.76361811,0.888888889,0.860430189,0.61909926,1.013049284,0.966013072,0.977333333,0.808620659,1.127269685,2.02,0,1,0,8.102379,7.797621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9079,13.5305,51.83346612,61.99215135,10.33202522
13_O1,13,COCO,O,66.83141,8,2,10.14635408,-0.3589,-0.17791,-0.21305,0,0,0,0,0,0,0,0,0,0,10,4,2,6,2,0,2,0,0,0,0,0,0,9,3,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,5.666666667,5.16759637,5.05508162,10.32483613,9.874509804,10.08,5.356142515,11.66464108,0.566666667,0.516759637,0.505508162,1.032483613,0.98745098,1.008,0.535614251,1.166464108,3.02,0,2,1,8.944758,7.755242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.333333333,-0.4174,14.0948,60.7288833,62.03677943,6.203677943
13_O2,13,COCO,O,49.413843,8,2,10.55311135,-0.37066,-0.01494,-0.1976,-0.15926,0,0,0,0,0,0,0,0,0,10,4,2,6,2,0,2,0,0,0,0,0,0,9,3,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,5.666666667,5.16759637,5.05508162,10.32483613,9.874509804,10.08,5.356142515,11.66464108,0.566666667,0.516759637,0.505508162,1.032483613,0.98745098,1.008,0.535614251,1.166464108,3.02,0,2,1,8.944758,7.755242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.333333333,-0.4174,14.0948,60.7288833,62.03677943,6.203677943
14_N1,14,C(C#N)C#N,N,31.7311005,7,1,17.45313171,-0.1972,-0.1197,0.00251,0.1972,0,0,0,0,0,0,0,0,0,7,5,2,2,3,2,0,0,0,0,0,0,0,6,4,4,0,2,0,2,4,0,2,0,0,0,0,1,0,0,0.333333333,5.666666667,5.500208143,5.057754936,7.214129643,7.109803922,7.216,5.11591976,7.996766161,0.80952381,0.78574402,0.722536419,1.030589949,1.015686275,1.030857143,0.73084568,1.142395166,4.02,0,2,0,8.543586,3.146414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42366,15.843,71.89210002,66.02179806,9.431685438
14_N2,14,C(C#N)C#N,N,31.7048455,7,1,17.47831318,-0.1972,-0.1197,0.00251,0.1972,0,0,0,0,0,0,0,0,0,7,5,2,2,3,2,0,0,0,0,0,0,0,6,4,4,0,2,0,2,4,0,2,0,0,0,0,1,0,0,0.333333333,5.666666667,5.500208143,5.057754936,7.214129643,7.109803922,7.216,5.11591976,7.996766161,0.80952381,0.78574402,0.722536419,1.030589949,1.015686275,1.030857143,0.73084568,1.142395166,4.02,0,2,0,8.543586,3.146414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42366,15.843,71.89210002,66.02179806,9.431685438
15_O1,15,C(C=O)C#N,O,35.981785,8,1,17.05369649,-0.30224,-0.1687,0.02744,0.19787,0,0,0,0,0,0,0,0,0,8,5,2,3,3,1,1,0,0,0,0,0,0,7,4,5,1,1,0,2,5,1,1,1,0,0,0,1,0,0,0.333333333,6,5.749979186,5.285504376,8.325564457,8.129411765,8.268,5.336753892,9.123058799,0.75,0.718747398,0.660688047,1.040695557,1.016176471,1.0335,0.667094237,1.14038235,4.02,0,2,0,8.912379,4.447621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.25,0.09898,16.294,72.32202533,69.02146372,8.627682965
15_N1,15,C(C=O)C#N,N,41.73163,7,1,17.40312821,-0.19787,-0.12811,-0.03737,0.19684,0,0,0,0,0,0,0,0,0,8,5,2,3,3,1,1,0,0,0,0,0,0,7,4,5,1,1,0,2,5,1,1,1,0,0,0,1,0,0,0.333333333,6,5.749979186,5.285504376,8.325564457,8.129411765,8.268,5.336753892,9.123058799,0.75,0.718747398,0.660688047,1.040695557,1.016176471,1.0335,0.667094237,1.14038235,4.02,0,2,0,8.912379,4.447621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.25,0.09898,16.294,72.32202533,69.02146372,8.627682965
16_O1,16,C(C=O)C=O,O,50.71084,8,1,17.14528309,-0.30292,-0.17636,-0.01268,0.1982,0,0,0,0,0,0,0,0,0,9,5,2,4,3,0,2,0,0,0,0,0,0,8,4,6,2,0,0,2,6,2,0,2,0,0,0,1,0,0,0.333333333,6.333333333,5.999750229,5.513253816,9.436999272,9.149019608,9.32,5.557588024,10.24935144,0.703703704,0.666638914,0.612583757,1.048555475,1.016557734,1.035555556,0.61750978,1.138816826,4.02,0,2,0,9.281172,5.748828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,-0.2257,16.745,72.75195063,72.02112937,8.002347708
16_O2,16,C(C=O)C=O,O,53.299583,8,1,17.1267032,-0.30292,-0.17636,-0.01268,0.1982,0,0,0,0,0,0,0,0,0,9,5,2,4,3,0,2,0,0,0,0,0,0,8,4,6,2,0,0,2,6,2,0,2,0,0,0,1,0,0,0.333333333,6.333333333,5.999750229,5.513253816,9.436999272,9.149019608,9.32,5.557588024,10.24935144,0.703703704,0.666638914,0.612583757,1.048555475,1.016557734,1.035555556,0.61750978,1.138816826,4.02,0,2,0,9.281172,5.748828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,-0.2257,16.745,72.75195063,72.02112937,8.002347708
17_O1,17,CC(=O)C=O,O,43.406699,8,1,16.94064478,-0.29155,-0.09993,0.08686,0,0,0,0,0,0,0,0,0,0,9,5,2,4,3,0,2,0,0,0,0,0,0,8,4,6,2,0,0,2,6,2,0,1,1,0,1,0,0,0,0.333333333,6.333333333,5.999750229,5.513253816,9.436999272,9.149019608,9.32,5.557588024,10.24935144,0.703703704,0.666638914,0.612583757,1.048555475,1.016557734,1.035555556,0.61750978,1.138816826,4.02,0,2,0,9.281172,5.748828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.25,-0.2257,16.745,72.75195063,72.02112937,8.002347708
17_O2,17,CC(=O)C=O,O,35.8163785,8,1,17.59490463,-0.29462,-0.10973,0.19515,-0.0945,0,0,0,0,0,0,0,0,0,9,5,2,4,3,0,2,0,0,0,0,0,0,8,4,6,2,0,0,2,6,2,0,1,1,0,1,0,0,0,0.333333333,6.333333333,5.999750229,5.513253816,9.436999272,9.149019608,9.32,5.557588024,10.24935144,0.703703704,0.666638914,0.612583757,1.048555475,1.016557734,1.035555556,0.61750978,1.138816826,4.02,0,2,0,9.281172,5.748828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.25,-0.2257,16.745,72.75195063,72.02112937,8.002347708
18_N1,18,CNCC=O,N,132.6605715,7,3,5.234773519,-0.31334,-0.15581,0.19626,0,0,0,0,0,0,0,1,0,0,12,5,2,7,3,1,1,0,0,0,0,0,0,11,4,10,1,0,0,1,10,1,0,1,0,0,1,0,0,0,0.666666667,6.666666667,6.085671468,6.369159984,12.10123816,11.58039216,11.788,6.933862874,13.95363809,0.555555556,0.507139289,0.530763332,1.008436514,0.96503268,0.982333333,0.577821906,1.162803174,4.02,0,2,1,11.579551,8.460449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,-0.5953,19.9907,77.59494322,73.05276384,6.08773032
18_O1,18,CNCC=O,O,64.7966475,8,1,17.16987144,-0.30196,-0.16871,-0.01176,-0.22371,-0.11743,0,0,0,0,0,1,0,0,12,5,2,7,3,1,1,0,0,0,0,0,0,11,4,10,1,0,0,1,10,1,0,1,0,0,1,0,0,0,0.666666667,6.666666667,6.085671468,6.369159984,12.10123816,11.58039216,11.788,6.933862874,13.95363809,0.555555556,0.507139289,0.530763332,1.008436514,0.96503268,0.982333333,0.577821906,1.162803174,4.02,0,2,1,11.579551,8.460449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,-0.5953,19.9907,77.59494322,73.05276384,6.08773032
19_O1,19,COCC=O,O,58.750121,8,2,10.67358431,-0.37723,-0.23951,0.19392,0,0,0,0,0,0,0,0,0,0,11,5,2,6,3,0,2,0,0,0,0,0,0,10,4,9,1,0,0,1,9,1,0,1,0,0,1,0,0,0,0.666666667,6.666666667,6.16759637,6.05508162,11.32483613,10.8745098,11.08,6.356142515,12.66464108,0.606060606,0.560690579,0.550461965,1.029530557,0.9885918,1.007272727,0.577831138,1.151331008,4.02,0,2,0,10.614758,8.623242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,-0.1683,17.94,75.38840957,74.03677943,6.730616312
19_O2,19,COCC=O,O,38.4366275,8,1,17.27733323,-0.30079,-0.15565,0.0529,-0.19504,-0.15899,0,0,0,0,0,0,0,0,11,5,2,6,3,0,2,0,0,0,0,0,0,10,4,9,1,0,0,1,9,1,0,1,0,0,1,0,0,0,0.666666667,6.666666667,6.16759637,6.05508162,11.32483613,10.8745098,11.08,6.356142515,12.66464108,0.606060606,0.560690579,0.550461965,1.029530557,0.9885918,1.007272727,0.577831138,1.151331008,4.02,0,2,0,10.614758,8.623242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,-0.1683,17.94,75.38840957,74.03677943,6.730616312
20_O1,20,CC(C=O)O,O,53.3232125,8,1,17.25852772,-0.30049,-0.15281,0.06077,-0.28944,0,0,0,0,0,0,0,0,0,11,5,2,6,3,0,2,0,0,0,0,0,0,10,4,9,1,0,0,1,9,1,0,1,0,0,1,1,0,0,0.666666667,6.666666667,6.16759637,6.05508162,11.32483613,10.8745098,11.08,6.356142515,12.66464108,0.606060606,0.560690579,0.550461965,1.029530557,0.9885918,1.007272727,0.577831138,1.151331008,4.02,0,2,1,10.614758,6.887242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.25,-0.4339,17.7448,75.38840957,74.03677943,6.730616312
20_O2,20,CC(C=O)O,O,63.171463,8,2,10.54050193,-0.38593,-0.06848,0.11492,0,0,0,0,0,0,0,0,0,0,11,5,2,6,3,0,2,0,0,0,0,0,0,10,4,9,1,0,0,1,9,1,0,1,0,0,1,1,0,0,0.666666667,6.666666667,6.16759637,6.05508162,11.32483613,10.8745098,11.08,6.356142515,12.66464108,0.606060606,0.560690579,0.550461965,1.029530557,0.9885918,1.007272727,0.577831138,1.151331008,4.02,0,2,1,10.614758,6.887242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.25,-0.4339,17.7448,75.38840957,74.03677943,6.730616312
21_O1,21,CC[N+](=O)[O-],O,36.8245705,8,1,17.12094275,-0.26456,-0.24542,-0.30933,-0.0892,0,0,0,0,0,0,0,0,0,10,5,3,5,2,1,2,0,0,0,0,0,0,9,4,8,1,0,0,1,8,1,0,0,0,0,2,0,0,0,1,6.666666667,6.2498543,5.542131284,10.54406409,10.20392157,10.428,5.615547904,11.74773452,0.666666667,0.62498543,0.554213128,1.054406409,1.020392157,1.0428,0.56155479,1.174773452,4.03,0,2,0,9.377965,6.182035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.25,0.283,17.5354,69.08918495,75.0320284,7.50320284
21_O2,21,CC[N+](=O)[O-],O,30.8279285,8,1,17.12269188,-0.26456,-0.24542,-0.30933,-0.0892,0,0,0,0,0,0,0,0,0,10,5,3,5,2,1,2,0,0,0,0,0,0,9,4,8,1,0,0,1,8,1,0,0,0,0,2,0,0,0,1,6.666666667,6.2498543,5.542131284,10.54406409,10.20392157,10.428,5.615547904,11.74773452,0.666666667,0.62498543,0.554213128,1.054406409,1.020392157,1.0428,0.56155479,1.174773452,4.03,0,2,0,9.377965,6.182035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.25,0.283,17.5354,69.08918495,75.0320284,7.50320284
