Name,LB,SMI,Atomic_Symbol,DFT_BF3_Affinity,Atomic_Number,Degree,Free_SASA,Atomic_Charge,Radial_Charge_1,Radial_Charge_2,Radial_Charge_3,Radial_Charge_4,Radial_Charge_5,Radial_Charge_6,Radial_Charge_7,Radial_Charge_8,Radial_Charge_9,nBase,nAromAtom,nAromBond,nAtom,nHeavyAtom,nHetero,nH,nC,nN,nO,nS,nP,nF,nCl,nBr,nX,nBonds,nBondsO,nBondsS,nBondsD,nBondsT,nBondsA,nBondsM,nBondsKS,nBondsKD,C1SP1,C1SP2,C2SP2,C3SP2,C1SP3,C2SP3,C3SP3,C4SP3,FCSP3,SZ,Sm,Sv,Sse,Spe,Sare,Sp,Si,MZ,Mm,Mv,Mse,Mpe,Mare,Mp,Mi,fragCpx,fMF,nHBAcc,nHBDon,apol,bpol,nRing,n5Ring,n6Ring,nHRing,n5HRing,n6HRing,naRing,n6aRing,naHRing,n6aHRing,nARing,n5ARing,n6ARing,nAHRing,n5AHRing,n6AHRing,nFRing,nFARing,nRot,RotRatio,SLogP,SMR,Vabc,MW,AMW,Exp_BF3_Affinity
28_N1,28,C1=CC(=CN=C1)C(F)(F)F,N,110.4593485,7,2,11.35785158,-0.26411,-0.19837,0.00082,0.4352,0,0,0,0,0,0,0,6,6,14,10,4,4,6,1,0,0,0,3,0,0,3,14,10,8,0,0,6,6,11,3,0,2,2,1,1,0,0,0,0.166666667,12.33333333,12.24712427,9.781283126,15.30881282,15.3254902,15.668,9.256390419,16.7631477,0.880952381,0.874794591,0.69866308,1.09348663,1.094677871,1.119142857,0.661170744,1.197367693,10.04,0.428571429,1,0,15.458172,8.491828,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2.1004,29.239,110.365972,147.0295838,10.50211313,116.44
29_N1,29,C1=CC(=CN=C1)Br,N,112.2551905,7,2,11.33025406,-0.26356,-0.19578,-0.03347,-0.06357,0,0,0,0,0,0,0,6,6,11,7,2,4,5,1,0,0,0,0,0,1,1,11,7,5,0,0,6,6,8,3,0,2,3,0,0,0,0,0,0,12.66666667,13.15444176,8.13036841,11.11107065,10.80392157,10.844,9.082138922,12.17047255,1.151515152,1.195858342,0.739124401,1.010097332,0.982174688,0.985818182,0.825648993,1.106406595,7.02,0.545454545,1,0,15.167172,6.532828,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1.8441,31.937,94.15092918,156.9527112,14.26842829,118.08
30_N1,30,CC(C)C1=CC=CC=N1,N,120.1474435,7,2,11.604812,-0.26104,-0.19112,-0.19572,-0.2046,0,0,0,0,0,0,0,6,6,20,9,1,11,8,1,0,0,0,0,0,0,0,20,9,14,0,0,6,6,17,3,0,1,4,0,2,0,1,0,0.375,11,10.08933478,11.73801649,19.54624909,18.68235294,18.908,13.05073234,22.57483131,0.55,0.504466739,0.586900824,0.977312454,0.934117647,0.9454,0.652536617,1.128741566,9.01,0.3,1,0,21.794723,12.175277,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.111111111,2.205,38.326,126.7552655,121.0891494,6.054457468,118.67
31_N1,31,C1=CC(=CN=C1)Cl,N,112.625386,7,2,11.52042988,-0.26318,-0.19094,-0.00482,-0.06395,0,0,0,0,0,0,0,6,6,11,7,2,4,5,1,0,0,0,0,1,0,1,11,7,5,0,0,6,6,8,3,0,2,3,0,0,0,0,0,0,9.666666667,9.453334443,7.932475066,11.20429716,10.88235294,10.88,8.561180838,12.2729414,0.878787879,0.85939404,0.721134097,1.018572469,0.989304813,0.989090909,0.778289167,1.115721945,7.02,0.545454545,1,0,14.297172,5.662828,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1.735,29.247,90.0783779,113.0032268,10.27302062,118.79
32_N1,32,CCCC1=CC=CC=N1,N,121.8330145,7,2,11.28806716,-0.26132,-0.19395,-0.20503,-0.12005,-0.06914,0,0,0,0,0,0,6,6,20,9,1,11,8,1,0,0,0,0,0,0,0,20,9,14,0,0,6,6,17,3,0,1,4,0,1,2,0,0,0.375,11,10.08933478,11.73801649,19.54624909,18.68235294,18.908,13.05073234,22.57483131,0.55,0.504466739,0.586900824,0.977312454,0.934117647,0.9454,0.652536617,1.128741566,9.01,0.3,1,0,21.794723,12.175277,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,2,0.222222222,2.0341,38.232,126.7552655,121.0891494,6.054457468,119.62
33_O1,33,CC(=O)C1=CN=CC=C1,O,53.6487795,8,1,15.88788997,-0.29445,-0.1336,-0.09891,-0.01551,-0.17468,-0.08398,0,0,0,0,0,6,6,16,9,2,7,7,1,1,0,0,0,0,0,0,16,9,9,1,0,6,7,12,4,0,2,3,1,1,0,0,0,0.142857143,10.66666667,10.08567147,10.36915998,16.10123816,15.58039216,15.788,10.93386287,17.95363809,0.666666667,0.630354467,0.648072499,1.006327385,0.97377451,0.98675,0.68336643,1.122102381,9.02,0.375,2,0,18.259551,9.030449,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.111111111,1.2842,34.2415,115.6130483,121.0527638,7.56579774,119.63
33_N1,33,CC(=O)C1=CN=CC=C1,N,116.647652,7,2,11.46577226,-0.26398,-0.19966,-0.03847,0.13796,-0.09419,0,0,0,0,0,0,6,6,16,9,2,7,7,1,1,0,0,0,0,0,0,16,9,9,1,0,6,7,12,4,0,2,3,1,1,0,0,0,0.142857143,10.66666667,10.08567147,10.36915998,16.10123816,15.58039216,15.788,10.93386287,17.95363809,0.666666667,0.630354467,0.648072499,1.006327385,0.97377451,0.98675,0.68336643,1.122102381,9.02,0.375,2,0,18.259551,9.030449,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.111111111,1.2842,34.2415,115.6130483,121.0527638,7.56579774,119.63
34_O1,34,COC(=O)C1=CN=CC=C1,O,10.477683,8,2,9.513825437,-0.46538,-0.0455,-0.01279,-0.01608,-0.17469,-0.08398,0,0,0,0,0,6,6,17,10,3,7,7,1,2,0,0,0,0,0,0,17,10,10,1,0,6,7,13,4,0,3,2,1,0,0,0,0,0.142857143,12,11.41770044,11.08395909,17.43190095,16.92941176,17.188,11.4141024,19.16302416,0.705882353,0.671629438,0.651997593,1.025405938,0.995847751,1.011058824,0.671417788,1.127236716,10.03,0.352941176,3,0,19.061551,10.766449,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.1,0.8682,35.5765,124.4032753,137.0476785,8.061628145,119.71
34_O2,34,COC(=O)C1=CN=CC=C1,O,50.2461315,8,1,15.49909153,-0.24616,0.09276,-0.29471,-0.21705,-0.17469,-0.08398,0,0,0,0,0,6,6,17,10,3,7,7,1,2,0,0,0,0,0,0,17,10,10,1,0,6,7,13,4,0,3,2,1,0,0,0,0,0.142857143,12,11.41770044,11.08395909,17.43190095,16.92941176,17.188,11.4141024,19.16302416,0.705882353,0.671629438,0.651997593,1.025405938,0.995847751,1.011058824,0.671417788,1.127236716,10.03,0.352941176,3,0,19.061551,10.766449,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.1,0.8682,35.5765,124.4032753,137.0476785,8.061628145,119.71
34_N1,34,COC(=O)C1=CN=CC=C1,N,115.6788425,7,2,11.32636624,-0.26384,-0.19576,0.00807,0.36633,-0.28192,-0.20097,0,0,0,0,0,6,6,17,10,3,7,7,1,2,0,0,0,0,0,0,17,10,10,1,0,6,7,13,4,0,3,2,1,0,0,0,0,0.142857143,12,11.41770044,11.08395909,17.43190095,16.92941176,17.188,11.4141024,19.16302416,0.705882353,0.671629438,0.651997593,1.025405938,0.995847751,1.011058824,0.671417788,1.127236716,10.03,0.352941176,3,0,19.061551,10.766449,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.1,0.8682,35.5765,124.4032753,137.0476785,8.061628145,119.71
35_N1,35,CCC1=CC=CC=N1,N,120.5570215,7,2,11.37394324,-0.26133,-0.19423,-0.2079,-0.13267,0,0,0,0,0,0,0,6,6,17,8,1,9,7,1,0,0,0,0,0,0,0,17,8,11,0,0,6,6,14,3,0,1,4,0,1,1,0,0,0.285714286,9.666666667,8.921488635,10.19618868,16.65841224,15.95686275,16.148,11.25217784,19.15954166,0.568627451,0.524793449,0.599775805,0.979906602,0.938638985,0.949882353,0.661892814,1.127031863,8.01,0.352941176,1,0,18.791137,10.168863,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.125,1.644,33.615,109.4592803,107.0734993,6.298441135,120.1
36_O1,36,COC(=O)C1=CC=NC=C1,O,9.926328,8,2,9.474620666,-0.46542,-0.04701,-0.02962,-0.08811,0.09667,0,0,0,0,0,0,6,6,17,10,3,7,7,1,2,0,0,0,0,0,0,17,10,10,1,0,6,7,13,4,0,3,2,1,0,0,0,0,0.142857143,12,11.41770044,11.08395909,17.43190095,16.92941176,17.188,11.4141024,19.16302416,0.705882353,0.671629438,0.651997593,1.025405938,0.995847751,1.011058824,0.671417788,1.127236716,10.03,0.352941176,3,0,19.061551,10.766449,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.1,0.8682,35.5765,124.4032753,137.0476785,8.061628145,120.98
36_O2,36,COC(=O)C1=CC=NC=C1,O,47.407966,8,1,15.63700854,-0.24622,0.09123,-0.31154,-0.28908,0.09667,0,0,0,0,0,0,6,6,17,10,3,7,7,1,2,0,0,0,0,0,0,17,10,10,1,0,6,7,13,4,0,3,2,1,0,0,0,0,0.142857143,12,11.41770044,11.08395909,17.43190095,16.92941176,17.188,11.4141024,19.16302416,0.705882353,0.671629438,0.651997593,1.025405938,0.995847751,1.011058824,0.671417788,1.127236716,10.03,0.352941176,3,0,19.061551,10.766449,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.1,0.8682,35.5765,124.4032753,137.0476785,8.061628145,120.98
36_N1,36,COC(=O)C1=CC=NC=C1,N,116.05954,7,2,11.47723925,-0.26468,-0.2095,-0.09999,0.09226,0.42972,-0.28192,-0.20097,0,0,0,0,6,6,17,10,3,7,7,1,2,0,0,0,0,0,0,17,10,10,1,0,6,7,13,4,0,3,2,1,0,0,0,0,0.142857143,12,11.41770044,11.08395909,17.43190095,16.92941176,17.188,11.4141024,19.16302416,0.705882353,0.671629438,0.651997593,1.025405938,0.995847751,1.011058824,0.671417788,1.127236716,10.03,0.352941176,3,0,19.061551,10.766449,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.1,0.8682,35.5765,124.4032753,137.0476785,8.061628145,120.98
37_O1,37,CC(=O)C1=CC=NC=C1,O,63.649309,8,1,15.80603177,-0.29451,-0.1351,-0.11576,-0.08755,0.09668,0,0,0,0,0,0,6,6,16,9,2,7,7,1,1,0,0,0,0,0,0,16,9,9,1,0,6,7,12,4,0,2,3,1,1,0,0,0,0.142857143,10.66666667,10.08567147,10.36915998,16.10123816,15.58039216,15.788,10.93386287,17.95363809,0.666666667,0.630354467,0.648072499,1.006327385,0.97377451,0.98675,0.68336643,1.122102381,9.02,0.375,2,0,18.259551,9.030449,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.111111111,1.2842,34.2415,115.6130483,121.0527638,7.56579774,121.29
37_N1,37,CC(=O)C1=CC=NC=C1,N,116.7710505,7,2,11.37637495,-0.26469,-0.20978,-0.10776,0.04181,0.20123,-0.09419,0,0,0,0,0,6,6,16,9,2,7,7,1,1,0,0,0,0,0,0,16,9,9,1,0,6,7,12,4,0,2,3,1,1,0,0,0,0.142857143,10.66666667,10.08567147,10.36915998,16.10123816,15.58039216,15.788,10.93386287,17.95363809,0.666666667,0.630354467,0.648072499,1.006327385,0.97377451,0.98675,0.68336643,1.122102381,9.02,0.375,2,0,18.259551,9.030449,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.111111111,1.2842,34.2415,115.6130483,121.0527638,7.56579774,121.29
38_N1,38,CC1=CC=CC=N1,N,122.077186,7,2,11.07484725,-0.26161,-0.19735,-0.22026,-0.06239,0,0,0,0,0,0,0,6,6,14,7,1,7,6,1,0,0,0,0,0,0,0,14,7,8,0,0,6,6,11,3,0,1,4,0,1,0,0,0,0.166666667,8.333333333,7.753642494,8.654360879,13.77057538,13.23137255,13.388,9.453623353,15.74425202,0.595238095,0.553831607,0.618168634,0.983612527,0.945098039,0.956285714,0.675258811,1.12458943,7.01,0.428571429,1,0,15.787551,8.162449,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1.39002,28.974,92.1632951,93.05784922,6.64698923,123.44
39_N1,39,C1=CC=C(C=C1)C2=CN=CC=C2,N,124.5792875,7,2,11.40365772,-0.26409,-0.20273,-0.07731,-0.08156,-0.12717,-0.12462,-0.06227,0,0,0,0,12,12,21,12,1,9,11,1,0,0,0,0,0,0,0,22,13,10,0,0,12,12,16,6,0,2,7,2,0,0,0,0,0,13.66666667,12.92148864,14.19618868,20.65841224,19.95686275,20.148,15.25217784,23.15954166,0.650793651,0.615308983,0.676008985,0.983733916,0.950326797,0.959428571,0.726294183,1.102835317,37.01,0.571428571,1,0,25.471137,10.168863,2,0,2,1,0,1,2,2,1,1,0,0,0,0,0,0,0,0,1,0.076923077,2.7486,49.673,147.4773854,155.0734993,7.384452347,126.6
40_O1,40,COC1=CN=CC=C1,O,36.5095155,8,2,10.6983952,-0.49515,-0.28091,-0.02836,-0.17504,-0.08398,0,0,0,0,0,0,6,6,15,8,2,7,6,1,1,0,0,0,0,0,0,15,8,9,0,0,6,6,12,3,0,2,3,0,0,0,0,0,0.166666667,9.666666667,9.085671468,9.369159984,15.10123816,14.58039216,14.788,9.933862874,16.95363809,0.644444444,0.605711431,0.624610666,1.006749211,0.972026144,0.985866667,0.662257525,1.130242539,8.02,0.4,2,0,16.589551,9.898449,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.125,1.0902,30.789,100.953522,109.0527638,7.270184256,127.67
40_N1,40,COC1=CN=CC=C1,N,124.392877,7,2,11.39582988,-0.26086,-0.16503,0.10347,-0.34449,-0.20059,0,0,0,0,0,0,6,6,15,8,2,7,6,1,1,0,0,0,0,0,0,15,8,9,0,0,6,6,12,3,0,2,3,0,0,0,0,0,0.166666667,9.666666667,9.085671468,9.369159984,15.10123816,14.58039216,14.788,9.933862874,16.95363809,0.644444444,0.605711431,0.624610666,1.006749211,0.972026144,0.985866667,0.662257525,1.130242539,8.02,0.4,2,0,16.589551,9.898449,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.125,1.0902,30.789,100.953522,109.0527638,7.270184256,127.67
41_N1,41,C1=CC=NC=C1,N,124.7578215,7,2,11.3800314,-0.26474,-0.21128,-0.13096,-0.06238,0,0,0,0,0,0,0,6,6,11,6,1,5,5,1,0,0,0,0,0,0,0,11,6,5,0,0,6,6,8,3,0,2,3,0,0,0,0,0,0,7,6.585796353,7.112533076,10.88273853,10.50588235,10.628,7.655068862,12.32896237,0.636363636,0.598708759,0.646593916,0.989339866,0.955080214,0.966181818,0.695915351,1.120814761,6.01,0.545454545,1,0,12.783965,6.156035,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1.0816,24.237,74.86730987,79.04219916,7.185654469,128.08
42_N1,42,C1=CC=C(C=C1)C2=CC=NC=C2,N,127.942553,7,2,11.46485321,-0.26469,-0.21,-0.11388,-0.00012,-0.01841,-0.12717,-0.12462,-0.06227,0,0,0,12,12,21,12,1,9,11,1,0,0,0,0,0,0,0,22,13,10,0,0,12,12,16,6,0,2,7,2,0,0,0,0,0,13.66666667,12.92148864,14.19618868,20.65841224,19.95686275,20.148,15.25217784,23.15954166,0.650793651,0.615308983,0.676008985,0.983733916,0.950326797,0.959428571,0.726294183,1.102835317,37.01,0.571428571,1,0,25.471137,10.168863,2,0,2,1,0,1,2,2,1,1,0,0,0,0,0,0,0,0,1,0.076923077,2.7486,49.673,147.4773854,155.0734993,7.384452347,129.5
43_N1,43,CC1=CN=CC=C1,N,128.0607005,7,2,11.32218682,-0.26446,-0.20806,-0.11612,-0.14672,0,0,0,0,0,0,0,6,6,14,7,1,7,6,1,0,0,0,0,0,0,0,14,7,8,0,0,6,6,11,3,0,2,2,1,1,0,0,0,0.166666667,8.333333333,7.753642494,8.654360879,13.77057538,13.23137255,13.388,9.453623353,15.74425202,0.595238095,0.553831607,0.618168634,0.983612527,0.945098039,0.956285714,0.675258811,1.12458943,7.01,0.428571429,1,0,15.787551,8.162449,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1.39002,28.974,92.1632951,93.05784922,6.64698923,130.93
44_N1,44,CC(C)(C)C1=CC=NC=C1,N,131.2953165,7,2,11.26186033,-0.26472,-0.21067,-0.12282,-0.03398,-0.04706,-0.21529,0,0,0,0,0,6,6,23,10,1,13,9,1,0,0,0,0,0,0,0,23,10,17,0,0,6,6,20,3,0,2,2,1,3,0,0,1,0.444444444,12.33333333,11.25718092,13.27984429,22.43408594,21.40784314,21.668,14.84928683,25.99012096,0.536231884,0.489442649,0.577384534,0.975395041,0.930775789,0.942086957,0.645621166,1.130005259,10.01,0.260869565,1,0,24.798309,14.181691,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2.3791,42.937,144.0512508,135.1047994,5.874121714,133.93
45_N1,45,CC1=CC=NC=C1,N,130.4814115,7,2,11.43455465,-0.26472,-0.21073,-0.12452,-0.04424,-0.0839,0,0,0,0,0,0,6,6,14,7,1,7,6,1,0,0,0,0,0,0,0,14,7,8,0,0,6,6,11,3,0,2,2,1,1,0,0,0,0.166666667,8.333333333,7.753642494,8.654360879,13.77057538,13.23137255,13.388,9.453623353,15.74425202,0.595238095,0.553831607,0.618168634,0.983612527,0.945098039,0.956285714,0.675258811,1.12458943,7.01,0.428571429,1,0,15.787551,8.162449,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1.39002,28.974,92.1632951,93.05784922,6.64698923,134.17
46_O1,46,COC1=CC=NC=C1,O,27.091847,8,2,10.48196216,-0.49665,-0.29771,-0.10029,0.09622,0,0,0,0,0,0,0,6,6,15,8,2,7,6,1,1,0,0,0,0,0,0,15,8,9,0,0,6,6,12,3,0,2,3,0,0,0,0,0,0.166666667,9.666666667,9.085671468,9.369159984,15.10123816,14.58039216,14.788,9.933862874,16.95363809,0.644444444,0.605711431,0.624610666,1.006749211,0.972026144,0.985866667,0.662257525,1.130242539,8.02,0.4,2,0,16.589551,9.898449,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.125,1.0902,30.789,100.953522,109.0527638,7.270184256,135.27
46_N1,46,COC1=CC=NC=C1,N,133.9733265,7,2,11.45019268,-0.26446,-0.20362,-0.03854,0.21856,-0.27809,-0.20058,0,0,0,0,0,6,6,15,8,2,7,6,1,1,0,0,0,0,0,0,15,8,9,0,0,6,6,12,3,0,2,3,0,0,0,0,0,0.166666667,9.666666667,9.085671468,9.369159984,15.10123816,14.58039216,14.788,9.933862874,16.95363809,0.644444444,0.605711431,0.624610666,1.006749211,0.972026144,0.985866667,0.662257525,1.130242539,8.02,0.4,2,0,16.589551,9.898449,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.125,1.0902,30.789,100.953522,109.0527638,7.270184256,135.27
47_N1,47,CN(C)C1=CN=CC=C1,N,102.3938125,7,3,4.97140228,-0.37642,-0.30939,-0.02134,-0.17485,-0.08398,0,0,0,0,0,0,6,6,19,9,2,10,7,2,0,0,0,0,0,0,0,19,9,13,0,0,6,6,16,3,0,2,3,0,0,0,0,0,0.285714286,11,10.17159271,11.22506615,18.76547706,18.01176471,18.256,12.31013772,21.65792474,0.578947368,0.535346985,0.590792955,0.987656687,0.947987616,0.960842105,0.647901986,1.139890776,9.02,0.315789474,2,0,20.55793,12.88207,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.111111111,1.1476,38.564,120.4560409,122.0843983,6.425494648,136.68
47_N2,47,CN(C)C1=CN=CC=C1,N,134.8817495,7,2,11.28442212,-0.26257,-0.18556,-0.0024,-0.3505,-0.27361,0,0,0,0,0,0,6,6,19,9,2,10,7,2,0,0,0,0,0,0,0,19,9,13,0,0,6,6,16,3,0,2,3,0,0,0,0,0,0.285714286,11,10.17159271,11.22506615,18.76547706,18.01176471,18.256,12.31013772,21.65792474,0.578947368,0.535346985,0.590792955,0.987656687,0.947987616,0.960842105,0.647901986,1.139890776,9.02,0.315789474,2,0,20.55793,12.88207,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.111111111,1.1476,38.564,120.4560409,122.0843983,6.425494648,136.68
48_O1,48,C1COCCN1C2=CC=NC=C2,O,68.7033965,8,2,10.60856704,-0.37778,-0.24937,0.06753,-0.09248,-0.05266,-0.09332,0.09647,0,0,0,0,6,6,24,12,3,12,9,2,1,0,0,0,0,0,0,25,13,19,0,0,6,6,22,3,0,2,3,0,4,0,0,0,0.444444444,14.66666667,13.67146782,14.48169306,23.98397669,23.08627451,23.416,15.58893174,27.28260046,0.611111111,0.569644493,0.603403877,0.999332362,0.961928105,0.975666667,0.649538822,1.136775019,37.03,0.5,3,0,26.033516,16.624484,2,0,2,2,0,2,1,1,1,1,1,0,1,1,0,1,0,0,1,0.076923077,0.9182,47.269,151.4817794,164.094963,6.837290125,144.47
48_N1,48,C1COCCN1C2=CC=NC=C2,N,52.412169,7,3,4.92766974,-0.36682,-0.24427,0.05029,0.09647,0,0,0,0,0,0,0,6,6,24,12,3,12,9,2,1,0,0,0,0,0,0,25,13,19,0,0,6,6,22,3,0,2,3,0,4,0,0,0,0.444444444,14.66666667,13.67146782,14.48169306,23.98397669,23.08627451,23.416,15.58893174,27.28260046,0.611111111,0.569644493,0.603403877,0.999332362,0.961928105,0.975666667,0.649538822,1.136775019,37.03,0.5,3,0,26.033516,16.624484,2,0,2,2,0,2,1,1,1,1,1,0,1,1,0,1,0,0,1,0.076923077,0.9182,47.269,151.4817794,164.094963,6.837290125,144.47
48_N2,48,C1COCCN1C2=CC=NC=C2,N,144.6433585,7,2,11.47052688,-0.26458,-0.20699,-0.07954,0.09248,-0.27434,-0.19161,0.14361,0,0,0,0,6,6,24,12,3,12,9,2,1,0,0,0,0,0,0,25,13,19,0,0,6,6,22,3,0,2,3,0,4,0,0,0,0.444444444,14.66666667,13.67146782,14.48169306,23.98397669,23.08627451,23.416,15.58893174,27.28260046,0.611111111,0.569644493,0.603403877,0.999332362,0.961928105,0.975666667,0.649538822,1.136775019,37.03,0.5,3,0,26.033516,16.624484,2,0,2,2,0,2,1,1,1,1,1,0,1,1,0,1,0,0,1,0.076923077,0.9182,47.269,151.4817794,164.094963,6.837290125,144.47
49_N1,49,CN(C)C1=CC=NC=C1,N,78.352109,7,3,5.089967861,-0.37757,-0.32622,-0.09332,0.09647,0,0,0,0,0,0,0,6,6,19,9,2,10,7,2,0,0,0,0,0,0,0,19,9,13,0,0,6,6,16,3,0,2,3,0,0,0,0,0,0.285714286,11,10.17159271,11.22506615,18.76547706,18.01176471,18.256,12.31013772,21.65792474,0.578947368,0.535346985,0.590792955,0.987656687,0.947987616,0.960842105,0.647901986,1.139890776,9.02,0.315789474,2,0,20.55793,12.88207,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.111111111,1.1476,38.564,120.4560409,122.0843983,6.425494648,151.55
49_N2,49,CN(C)C1=CC=NC=C1,N,151.393519,7,2,11.438748,-0.26458,-0.20699,-0.07959,0.09175,-0.28582,-0.2736,0,0,0,0,0,6,6,19,9,2,10,7,2,0,0,0,0,0,0,0,19,9,13,0,0,6,6,16,3,0,2,3,0,0,0,0,0,0.285714286,11,10.17159271,11.22506615,18.76547706,18.01176471,18.256,12.31013772,21.65792474,0.578947368,0.535346985,0.590792955,0.987656687,0.947987616,0.960842105,0.647901986,1.139890776,9.02,0.315789474,2,0,20.55793,12.88207,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.111111111,1.1476,38.564,120.4560409,122.0843983,6.425494648,151.55
50_S1,50,C1=CSC=N1,S,1.015381,16,2,15.59414339,-0.13067,-0.04099,-0.08489,0,0,0,0,0,0,0,0,5,5,8,5,2,3,3,1,0,1,0,0,0,0,0,8,5,3,0,0,5,5,6,2,0,2,0,0,0,0,0,0,0,7.333333333,7.087170094,5.757760024,8.071740714,7.792156863,7.844,6.593041317,8.83372015,0.916666667,0.885896262,0.719720003,1.008967589,0.974019608,0.9805,0.824130165,1.104215019,5.02,0.625,2,0,11.010379,6.609621,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1.1431,22.114,61.42082285,84.9986201,10.62482751,118.35
50_N1,50,C1=CSC=N1,N,111.659202,7,2,11.94373905,-0.25318,-0.13643,-0.07565,0,0,0,0,0,0,0,0,5,5,8,5,2,3,3,1,0,1,0,0,0,0,0,8,5,3,0,0,5,5,6,2,0,2,0,0,0,0,0,0,0,7.333333333,7.087170094,5.757760024,8.071740714,7.792156863,7.844,6.593041317,8.83372015,0.916666667,0.885896262,0.719720003,1.008967589,0.974019608,0.9805,0.824130165,1.104215019,5.02,0.625,2,0,11.010379,6.609621,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1.1431,22.114,61.42082285,84.9986201,10.62482751,118.35
51_N1,51,C1CCC2=NCCCN2CC1,N,163.1216275,7,2,10.40220174,-0.27251,-0.13108,-0.39892,-0.27533,-0.11039,0,0,0,0,0,2,0,0,27,11,2,16,9,2,0,0,0,0,0,0,0,28,12,27,1,0,0,1,27,1,0,1,0,0,3,5,0,0,0.888888889,14,12.67513113,14.85054956,26.42898762,25.18823529,25.536,16.7058012,30.90379368,0.518518519,0.469449301,0.550020354,0.978851393,0.932897603,0.945777778,0.618733378,1.144584951,34.02,0.407407407,2,0,27.898688,18.901312,2,0,1,2,0,1,0,0,0,0,2,0,1,2,0,1,1,1,0,0,1.6646,46.96,158.8644703,152.1313485,5.634494389,159.36
51_N2,51,C1CCC2=NCCCN2CC1,N,68.3515795,7,3,4.885997801,-0.36031,-0.222,-0.34332,-0.21088,0,0,0,0,0,0,2,0,0,27,11,2,16,9,2,0,0,0,0,0,0,0,28,12,27,1,0,0,1,27,1,0,1,0,0,3,5,0,0,0.888888889,14,12.67513113,14.85054956,26.42898762,25.18823529,25.536,16.7058012,30.90379368,0.518518519,0.469449301,0.550020354,0.978851393,0.932897603,0.945777778,0.618733378,1.144584951,34.02,0.407407407,2,0,27.898688,18.901312,2,0,1,2,0,1,0,0,0,0,2,0,1,2,0,1,1,1,0,0,1.6646,46.96,158.8644703,152.1313485,5.634494389,159.36
52_N1,52,C(C#N)Cl,N,36.7143045,7,1,17.34898035,-0.19701,-0.11863,-0.00916,0,0,0,0,0,0,0,0,0,0,6,4,2,2,2,1,0,0,0,0,1,0,1,5,3,4,0,1,0,1,4,0,1,0,0,0,1,0,0,0,0.5,6.333333333,6.285488302,4.390647262,6.316460306,6.156862745,6.12,4.762626347,6.85765175,1.055555556,1.047581384,0.731774544,1.052743384,1.026143791,1.02,0.793771058,1.142941958,3.02,0,1,0,7.953586,3.086414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74878,16.333,64.08334013,74.98757674,12.49792946,44
